Window_Minutes,Category,Token_Address,Token_Name,DexScreener_URL
1,whale,1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk,PEWCOIN,https://dexscreener.com/solana/1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk
1,whale,8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk,NEWCOIN,https://dexscreener.com/solana/8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk
1,whale,Geu6iQ9jrDxJSgxJHBF5bHNoN1mEvgtTk23WUkF6bonk,Bella Grok Companion,https://dexscreener.com/solana/Geu6iQ9jrDxJSgxJHBF5bHNoN1mEvgtTk23WUkF6bonk
1,whale,oz2twXn7C4bDpP8NS8BkuwWC3ci7Brvpu44J7sKbonk,Lunar Fang,https://dexscreener.com/solana/oz2twXn7C4bDpP8NS8BkuwWC3ci7Brvpu44J7sKbonk
1,whale,DVbRpca7eLcihfzTX4g1dwt2WjRzMUAyvfrD4HeCbonk,Crypto Bro Alexues,https://dexscreener.com/solana/DVbRpca7eLcihfzTX4g1dwt2WjRzMUAyvfrD4HeCbonk
1,whale,ECesgiZHYtJuGjTib64CdEhWfNr9qKUrkFT6MNsfbonk,Chibi,https://dexscreener.com/solana/ECesgiZHYtJuGjTib64CdEhWfNr9qKUrkFT6MNsfbonk
1,snipe,1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk,PEWCOIN,https://dexscreener.com/solana/1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk
1,snipe,Geu6iQ9jrDxJSgxJHBF5bHNoN1mEvgtTk23WUkF6bonk,Bella Grok Companion,https://dexscreener.com/solana/Geu6iQ9jrDxJSgxJHBF5bHNoN1mEvgtTk23WUkF6bonk
1,snipe,oz2twXn7C4bDpP8NS8BkuwWC3ci7Brvpu44J7sKbonk,Lunar Fang,https://dexscreener.com/solana/oz2twXn7C4bDpP8NS8BkuwWC3ci7Brvpu44J7sKbonk
1,ghost,1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk,PEWCOIN,https://dexscreener.com/solana/1marrFjuQnTAwJNdEY59Gqf6ntc1MXWrGLxYKHDbonk
1,ghost,Geu6iQ9jrDxJSgxJHBF5bHNoN1mEvgtTk23WUkF6bonk,Bella Grok Companion,https://dexscreener.com/solana/Geu6iQ9jrDxJSgxJHBF5bHNoN1mEvgtTk23WUkF6bonk
1,ghost,oz2twXn7C4bDpP8NS8BkuwWC3ci7Brvpu44J7sKbonk,Lunar Fang,https://dexscreener.com/solana/oz2twXn7C4bDpP8NS8BkuwWC3ci7Brvpu44J7sKbonk
