Window_Minutes,Category,Token_Address,Token_Name,DexScreener_URL
1,whale,3uXbVGb1dQ2rBjLv2RDqvsqW4vpxC9n64u2FFXVspump,CEO Companion,https://dexscreener.com/solana/3uXbVGb1dQ2rBjLv2RDqvsqW4vpxC9n64u2FFXVspump
1,whale,FZBQRGmqt883Ycv2EyU4ezaJtiWUmfJCGsCfq65ppump,PumpTok,https://dexscreener.com/solana/FZBQRGmqt883Ycv2EyU4ezaJtiWUmfJCGsCfq65ppump
1,whale,6qfAPaHhyqZykuj2bhghW4rnzy8MBKJvcjymyp35bonk,USELESS COMPANIONS,https://dexscreener.com/solana/6qfAPaHhyqZykuj2bhghW4rnzy8MBKJvcjymyp35bonk
1,whale,C5viCfDStUUVi7hHNqXWEoB4MbuxsQXa76ZZoMyXbonk,Milo on Tiktok,https://dexscreener.com/solana/C5viCfDStUUVi7hHNqXWEoB4MbuxsQXa76ZZoMyXbonk
1,snipe,3uXbVGb1dQ2rBjLv2RDqvsqW4vpxC9n64u2FFXVspump,CEO Companion,https://dexscreener.com/solana/3uXbVGb1dQ2rBjLv2RDqvsqW4vpxC9n64u2FFXVspump
1,snipe,FZBQRGmqt883Ycv2EyU4ezaJtiWUmfJCGsCfq65ppump,PumpTok,https://dexscreener.com/solana/FZBQRGmqt883Ycv2EyU4ezaJtiWUmfJCGsCfq65ppump
1,snipe,6qfAPaHhyqZykuj2bhghW4rnzy8MBKJvcjymyp35bonk,USELESS COMPANIONS,https://dexscreener.com/solana/6qfAPaHhyqZykuj2bhghW4rnzy8MBKJvcjymyp35bonk
1,snipe,C5viCfDStUUVi7hHNqXWEoB4MbuxsQXa76ZZoMyXbonk,Milo on Tiktok,https://dexscreener.com/solana/C5viCfDStUUVi7hHNqXWEoB4MbuxsQXa76ZZoMyXbonk
1,ghost,3uXbVGb1dQ2rBjLv2RDqvsqW4vpxC9n64u2FFXVspump,CEO Companion,https://dexscreener.com/solana/3uXbVGb1dQ2rBjLv2RDqvsqW4vpxC9n64u2FFXVspump
1,ghost,6qfAPaHhyqZykuj2bhghW4rnzy8MBKJvcjymyp35bonk,USELESS COMPANIONS,https://dexscreener.com/solana/6qfAPaHhyqZykuj2bhghW4rnzy8MBKJvcjymyp35bonk
1,ghost,C5viCfDStUUVi7hHNqXWEoB4MbuxsQXa76ZZoMyXbonk,Milo on Tiktok,https://dexscreener.com/solana/C5viCfDStUUVi7hHNqXWEoB4MbuxsQXa76ZZoMyXbonk
