Window_Minutes,Category,Token_Address,Token_Name,DexScreener_URL
1,whale,HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump,USEFUL COIN,https://dexscreener.com/solana/HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump
1,whale,Akd634sRBJQWKgosKCYDKQdxNuZr5J7r2VZ2Fwxmv6Zx,CHAD,https://dexscreener.com/solana/Akd634sRBJQWKgosKCYDKQdxNuZr5J7r2VZ2Fwxmv6Zx
1,whale,5R1kTB38KzghKfG67ceaBVdniUPGk5UgpEczNvVobonk,Wechat BonkGuy,https://dexscreener.com/solana/5R1kTB38KzghKfG67ceaBVdniUPGk5UgpEczNvVobonk
1,whale,9tNmC2BevWUp6r6Yp6xCcApKkR1jeEFPdWwztLM7bonk,First wechat emoji token,https://dexscreener.com/solana/9tNmC2BevWUp6r6Yp6xCcApKkR1jeEFPdWwztLM7bonk
1,whale,7tAnusL3srXjzEriVL86a23KgwDZKXJTZ2ezEUubonk,Artificial Inu,https://dexscreener.com/solana/7tAnusL3srXjzEriVL86a23KgwDZKXJTZ2ezEUubonk
1,whale,JBCAC8Y1WFnzad8VHwpw9KK3pzBFg46kyMGn9ejHbonk,WaifuShibaInuNekoSenpaiMangaUw,https://dexscreener.com/solana/JBCAC8Y1WFnzad8VHwpw9KK3pzBFg46kyMGn9ejHbonk
1,whale,z4DHHtn8rVVPt4Q5AveH2q1bT7fXCZKJGhkvr7jpump,草台班,https://dexscreener.com/solana/z4DHHtn8rVVPt4Q5AveH2q1bT7fXCZKJGhkvr7jpump
1,whale,62ajnMK2bF7AwWYMgYUmQRjgh2DvGfBPXBu6icMybonk,BONK1988,https://dexscreener.com/solana/62ajnMK2bF7AwWYMgYUmQRjgh2DvGfBPXBu6icMybonk
1,snipe,HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump,USEFUL COIN,https://dexscreener.com/solana/HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump
1,snipe,7tAnusL3srXjzEriVL86a23KgwDZKXJTZ2ezEUubonk,Artificial Inu,https://dexscreener.com/solana/7tAnusL3srXjzEriVL86a23KgwDZKXJTZ2ezEUubonk
1,snipe,JBCAC8Y1WFnzad8VHwpw9KK3pzBFg46kyMGn9ejHbonk,WaifuShibaInuNekoSenpaiMangaUw,https://dexscreener.com/solana/JBCAC8Y1WFnzad8VHwpw9KK3pzBFg46kyMGn9ejHbonk
1,snipe,z4DHHtn8rVVPt4Q5AveH2q1bT7fXCZKJGhkvr7jpump,草台班,https://dexscreener.com/solana/z4DHHtn8rVVPt4Q5AveH2q1bT7fXCZKJGhkvr7jpump
1,snipe,62ajnMK2bF7AwWYMgYUmQRjgh2DvGfBPXBu6icMybonk,BONK1988,https://dexscreener.com/solana/62ajnMK2bF7AwWYMgYUmQRjgh2DvGfBPXBu6icMybonk
1,ghost,JBCAC8Y1WFnzad8VHwpw9KK3pzBFg46kyMGn9ejHbonk,WaifuShibaInuNekoSenpaiMangaUw,https://dexscreener.com/solana/JBCAC8Y1WFnzad8VHwpw9KK3pzBFg46kyMGn9ejHbonk
1,ghost,62ajnMK2bF7AwWYMgYUmQRjgh2DvGfBPXBu6icMybonk,BONK1988,https://dexscreener.com/solana/62ajnMK2bF7AwWYMgYUmQRjgh2DvGfBPXBu6icMybonk
