Window_Minutes,Category,Token_Address,Token_Name,DexScreener_URL
1,whale,GTLjYQ14NtB4X2ayUnGJRtBFWYDn8X7VgiFBzN7FGwnB,cryptoe,https://dexscreener.com/solana/GTLjYQ14NtB4X2ayUnGJRtBFWYDn8X7VgiFBzN7FGwnB
1,whale,14HxFS6yxquojf7q2fg8fuSzDeLtLi9wD9bXRuDAbonk,Bonk Pay,https://dexscreener.com/solana/14HxFS6yxquojf7q2fg8fuSzDeLtLi9wD9bXRuDAbonk
1,whale,38A34FZQK7JWQUPXJi4EUpUSaUYTSx2gag1Xns7Dpump,JEROME,https://dexscreener.com/solana/38A34FZQK7JWQUPXJi4EUpUSaUYTSx2gag1Xns7Dpump
1,whale,8mznFjdcGHhfvxkP1JVC7Ttn2gQJzNWmU8Zuw8cipump,OK BUDDY,https://dexscreener.com/solana/8mznFjdcGHhfvxkP1JVC7Ttn2gQJzNWmU8Zuw8cipump
1,whale,8TpBFh6Y1GdwPCwcbSHpDz75ZxpvjphULrtnbNsbpump,GOODTEK,https://dexscreener.com/solana/8TpBFh6Y1GdwPCwcbSHpDz75ZxpvjphULrtnbNsbpump
1,whale,6X3eMTcxAiNtNK9vAUQ5G49Se7S7qfRDP9KSZouBpump,Nuked World,https://dexscreener.com/solana/6X3eMTcxAiNtNK9vAUQ5G49Se7S7qfRDP9KSZouBpump
1,snipe,14HxFS6yxquojf7q2fg8fuSzDeLtLi9wD9bXRuDAbonk,Bonk Pay,https://dexscreener.com/solana/14HxFS6yxquojf7q2fg8fuSzDeLtLi9wD9bXRuDAbonk
1,snipe,38A34FZQK7JWQUPXJi4EUpUSaUYTSx2gag1Xns7Dpump,JEROME,https://dexscreener.com/solana/38A34FZQK7JWQUPXJi4EUpUSaUYTSx2gag1Xns7Dpump
1,snipe,8TpBFh6Y1GdwPCwcbSHpDz75ZxpvjphULrtnbNsbpump,GOODTEK,https://dexscreener.com/solana/8TpBFh6Y1GdwPCwcbSHpDz75ZxpvjphULrtnbNsbpump
1,snipe,6X3eMTcxAiNtNK9vAUQ5G49Se7S7qfRDP9KSZouBpump,Nuked World,https://dexscreener.com/solana/6X3eMTcxAiNtNK9vAUQ5G49Se7S7qfRDP9KSZouBpump
1,ghost,GTLjYQ14NtB4X2ayUnGJRtBFWYDn8X7VgiFBzN7FGwnB,cryptoe,https://dexscreener.com/solana/GTLjYQ14NtB4X2ayUnGJRtBFWYDn8X7VgiFBzN7FGwnB
1,ghost,8mznFjdcGHhfvxkP1JVC7Ttn2gQJzNWmU8Zuw8cipump,OK BUDDY,https://dexscreener.com/solana/8mznFjdcGHhfvxkP1JVC7Ttn2gQJzNWmU8Zuw8cipump
1,ghost,8TpBFh6Y1GdwPCwcbSHpDz75ZxpvjphULrtnbNsbpump,GOODTEK,https://dexscreener.com/solana/8TpBFh6Y1GdwPCwcbSHpDz75ZxpvjphULrtnbNsbpump
1,ghost,6X3eMTcxAiNtNK9vAUQ5G49Se7S7qfRDP9KSZouBpump,Nuked World,https://dexscreener.com/solana/6X3eMTcxAiNtNK9vAUQ5G49Se7S7qfRDP9KSZouBpump
