Window_Minutes,Category,Token_Address,Token_Name,DexScreener_URL
1,whale,4PR6GCuEsAdRb9k4fL4MfKA1ksjAV3iu2c39Tn93bonk,Chadi Grok Companion,https://dexscreener.com/solana/4PR6GCuEsAdRb9k4fL4MfKA1ksjAV3iu2c39Tn93bonk
1,whale,GFNLKAyrgU3PuUN3pSK4MJBczKfgbTBxH69NuCVWbonk,thatlittlepuff,https://dexscreener.com/solana/GFNLKAyrgU3PuUN3pSK4MJBczKfgbTBxH69NuCVWbonk
1,whale,3sZXNbRGiURDgJpZLZuoRhQs6tjEuhUd6eqRtWFabonk,Dark Cheems,https://dexscreener.com/solana/3sZXNbRGiURDgJpZLZuoRhQs6tjEuhUd6eqRtWFabonk
1,whale,D8qt9j9uebfqZTLv7rg1MzaG3r92VdnJrx3snRKNbonk,Juey,https://dexscreener.com/solana/D8qt9j9uebfqZTLv7rg1MzaG3r92VdnJrx3snRKNbonk
1,whale,6TUJXvuUrS4rnnm8LmG23AZYsWQavY9SpeAG3Cdjbonk,joe,https://dexscreener.com/solana/6TUJXvuUrS4rnnm8LmG23AZYsWQavY9SpeAG3Cdjbonk
1,whale,6sKHGPRgA6b5kp4eofQZU8G3d9az7zc8An2d5PTJbonk,OG AI Companion,https://dexscreener.com/solana/6sKHGPRgA6b5kp4eofQZU8G3d9az7zc8An2d5PTJbonk
1,whale,8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk,NEWCOIN,https://dexscreener.com/solana/8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk
1,whale,9TLdpJUtGp3yGaiQyUKL3ha99eRdWoV2HBzoanXsbonk,Anime Neural Intelligence,https://dexscreener.com/solana/9TLdpJUtGp3yGaiQyUKL3ha99eRdWoV2HBzoanXsbonk
1,whale,CyGAiZTUU3CH6h8Jb2rvEbaLe4ckMhUgqti6VGS5bonk,Faith,https://dexscreener.com/solana/CyGAiZTUU3CH6h8Jb2rvEbaLe4ckMhUgqti6VGS5bonk
1,snipe,3sZXNbRGiURDgJpZLZuoRhQs6tjEuhUd6eqRtWFabonk,Dark Cheems,https://dexscreener.com/solana/3sZXNbRGiURDgJpZLZuoRhQs6tjEuhUd6eqRtWFabonk
1,snipe,D8qt9j9uebfqZTLv7rg1MzaG3r92VdnJrx3snRKNbonk,Juey,https://dexscreener.com/solana/D8qt9j9uebfqZTLv7rg1MzaG3r92VdnJrx3snRKNbonk
1,snipe,6TUJXvuUrS4rnnm8LmG23AZYsWQavY9SpeAG3Cdjbonk,joe,https://dexscreener.com/solana/6TUJXvuUrS4rnnm8LmG23AZYsWQavY9SpeAG3Cdjbonk
1,snipe,6sKHGPRgA6b5kp4eofQZU8G3d9az7zc8An2d5PTJbonk,OG AI Companion,https://dexscreener.com/solana/6sKHGPRgA6b5kp4eofQZU8G3d9az7zc8An2d5PTJbonk
1,snipe,8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk,NEWCOIN,https://dexscreener.com/solana/8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk
1,snipe,9TLdpJUtGp3yGaiQyUKL3ha99eRdWoV2HBzoanXsbonk,Anime Neural Intelligence,https://dexscreener.com/solana/9TLdpJUtGp3yGaiQyUKL3ha99eRdWoV2HBzoanXsbonk
1,snipe,CyGAiZTUU3CH6h8Jb2rvEbaLe4ckMhUgqti6VGS5bonk,Faith,https://dexscreener.com/solana/CyGAiZTUU3CH6h8Jb2rvEbaLe4ckMhUgqti6VGS5bonk
1,ghost,4PR6GCuEsAdRb9k4fL4MfKA1ksjAV3iu2c39Tn93bonk,Chadi Grok Companion,https://dexscreener.com/solana/4PR6GCuEsAdRb9k4fL4MfKA1ksjAV3iu2c39Tn93bonk
1,ghost,3sZXNbRGiURDgJpZLZuoRhQs6tjEuhUd6eqRtWFabonk,Dark Cheems,https://dexscreener.com/solana/3sZXNbRGiURDgJpZLZuoRhQs6tjEuhUd6eqRtWFabonk
1,ghost,D8qt9j9uebfqZTLv7rg1MzaG3r92VdnJrx3snRKNbonk,Juey,https://dexscreener.com/solana/D8qt9j9uebfqZTLv7rg1MzaG3r92VdnJrx3snRKNbonk
1,ghost,6sKHGPRgA6b5kp4eofQZU8G3d9az7zc8An2d5PTJbonk,OG AI Companion,https://dexscreener.com/solana/6sKHGPRgA6b5kp4eofQZU8G3d9az7zc8An2d5PTJbonk
1,ghost,8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk,NEWCOIN,https://dexscreener.com/solana/8iecSRvxaEsWHbtMXuCH5Ux3AQfD8E1JxM1dPYiBbonk
1,ghost,CyGAiZTUU3CH6h8Jb2rvEbaLe4ckMhUgqti6VGS5bonk,Faith,https://dexscreener.com/solana/CyGAiZTUU3CH6h8Jb2rvEbaLe4ckMhUgqti6VGS5bonk
