Window_Minutes,Category,Token_Address,Token_Name,DexScreener_URL
1,whale,E89jxea8zTQQGHjZo3BPFjCNUjGRTwVNsxcmp9H9bonk,Gaejuki,https://dexscreener.com/solana/E89jxea8zTQQGHjZo3BPFjCNUjGRTwVNsxcmp9H9bonk
1,whale,3Ddsfk7fjaFrBSt6ep6cTjbAN5nL1N76mdMVFaxfpump,Initial Coin Offering,https://dexscreener.com/solana/3Ddsfk7fjaFrBSt6ep6cTjbAN5nL1N76mdMVFaxfpump
1,whale,Fh4GcNpEhZJvDDdXhUCe7jxzhqQKZk2NGgDY9zjBbonk,maow,https://dexscreener.com/solana/Fh4GcNpEhZJvDDdXhUCe7jxzhqQKZk2NGgDY9zjBbonk
1,whale,EoLW32eUjN9XibMLEb53CMzLtg9XxnHFU6fbpSukjups,KIRBY,https://dexscreener.com/solana/EoLW32eUjN9XibMLEb53CMzLtg9XxnHFU6fbpSukjups
1,whale,ErbWv3W8cgtp6ZRtLKg3aDLu1mDU3vhgTogZqi1Apump,heavenly,https://dexscreener.com/solana/ErbWv3W8cgtp6ZRtLKg3aDLu1mDU3vhgTogZqi1Apump
1,whale,GMcThHFBnN6zjB2Mvbgdi19A2m35g81y7B1AKhgGbonk,VALA CAPITAL MARKETS,https://dexscreener.com/solana/GMcThHFBnN6zjB2Mvbgdi19A2m35g81y7B1AKhgGbonk
1,snipe,E89jxea8zTQQGHjZo3BPFjCNUjGRTwVNsxcmp9H9bonk,Gaejuki,https://dexscreener.com/solana/E89jxea8zTQQGHjZo3BPFjCNUjGRTwVNsxcmp9H9bonk
1,snipe,3Ddsfk7fjaFrBSt6ep6cTjbAN5nL1N76mdMVFaxfpump,Initial Coin Offering,https://dexscreener.com/solana/3Ddsfk7fjaFrBSt6ep6cTjbAN5nL1N76mdMVFaxfpump
1,ghost,E89jxea8zTQQGHjZo3BPFjCNUjGRTwVNsxcmp9H9bonk,Gaejuki,https://dexscreener.com/solana/E89jxea8zTQQGHjZo3BPFjCNUjGRTwVNsxcmp9H9bonk
1,ghost,GMcThHFBnN6zjB2Mvbgdi19A2m35g81y7B1AKhgGbonk,VALA CAPITAL MARKETS,https://dexscreener.com/solana/GMcThHFBnN6zjB2Mvbgdi19A2m35g81y7B1AKhgGbonk
