"Address","Name","Price USD","Liquidity(1m)","Volume(1m)","1m Change","Open Chart","Snipe","Ghost Buyer","Global_Cluster_Percentage","Highest_Risk_Reason_Cluster","DexScreener_Pair_Address","DexScreener_Liquidity_USD","DexScreener_Token_Price_USD","DexScreener_Token_Name","LP_Percent_Supply","Cluster_Token_Amount_Est","Pool_Project_Token_Amount_Est","Dump_Risk_LP_vs_Cluster_Ratio","Price_Impact_Cluster_Sell_Percent","Overall_Risk_Status","Risk_Warning_Details"
"BjLKXXWMNkJKwYkWfvHBcaTcZnD2VRtMTR1oEVzUpump","The Pump Prophecy","0.00004113","20665.19","18469.97","23.81","=HYPERLINK(""https://dexscreener.com/solana/BjLKXXWMNkJKwYkWfvHBcaTcZnD2VRtMTR1oEVzUpump"",""Open Chart"")","","Yes","27.16","N/A","PTJyA9KdD9Wgy2pvpmp46ZjauRFkNnZ1Fg32Ps3rQHZ","19354.29","0.00003604","The Pump Prophecy","26.8511","271600000.00","268511237.51","101.15","75.29","High Risk","HighCluster(27.2% >= 10.0%); HighDumpRisk(101.2x >= 25.0x); HighPriceImpact(75.3% >= 30.0%)"
